,Text,Class
4450,published move spanish region another state alarm fined euro,fake
164,coronavirus disha comprising trained social worker counsellor answer question covid across kerala indian state abroad coronaviruspandemic,true
7187,rohingya muslim belief thermal scanner testing covid pulled,fake
1510,australia coronavirus victim covid related death across country,true
6415,sent military force south china move increase presence region backdrop coronavirus pandemic,fake
3199,australia coronavirus lockdown rule covid restriction explained travel people,true
7427,post show dead body covid patient lying lnjp hospital delhi india,fake
1319,family sick covid symptom lisa sander explores nytmag,true
5587,british already natural immunity covid quarantine lifted earlier,fake
2540,bank england facing covid slump revives negative rate talk twitter jkznsg,true
472,covid lockdown nrega worker hard coronavirusoutbreak,true
1997,delhi covid case today total reach coronavirusoutbreak live update twitter illyy,true
18,world health organization named illness covid referring origin late last year coronavirus cause,true
3952,french right leader marine outbreak,fake
2956,investor around world shifting investment risky asset class stock risk free asset government bond gold uncertainty global economics caused covid pandemic wise vertical newsmo twitter lbyrmna,true
2042,health economic crisis triggered covid pandemic compounded fiscal kerala government covid kerala,true
5158,indian telecom company announced free recharge worth indian citizen coronavirus lockdown,fake
2137,gilead talk expand global supply covid drug remdesivir twitter uuczpuewfb,true
1025,present tamil nadu second highest number confirmed covid case second maharashtra confirmed case akshayanath tamilnadu coronavirus,true
97,number covid case risen worldwide dead across nation territory latest update coronavirus coronavirusoutbreak,true
6811,world health organization international entity whose sole responsibility alert world global pandemic like miss huge problem,fake
5935,bawana india preparing spread coronavirus injecting spit fruit,fake
3114,bolsonaro threatens exit covid kill brazilian minute twitter,true
5119,message asking people home tonight next government made arrangement spray medicine order kill novel coronavirus,fake
6110,covid sparing essential worker,fake
2835,biden solemn tone trump wait hour mark covid milestone,true
3161,covid death toll grows lowest rise since march twitter etvnvlwtb,true
5940,former spanish minister corcuera criticizes government management whatsapp audio,fake
449,parent urged send child school covid,true
550,gujarat registered third covid death year died covid infection bhavnagar thursday morning confirmed case latest update covid lockdown,true
7194,video migrant overcrowded train mumbai west bengal amid covid social distancing restrictictions,fake
4372,article overstates threat coronavirus,fake
6362,photograph woman hugging young child died covid italy,fake
3744,maharashtra government lockdown restriction amid rising number covid case itvideo twitter sbtys,true
178,evacuee japan evacuee china discharged friday onwards testing negative covid official coronaviruspandemic,true
4529,conpiracy theory news report correspondent finland swedish public service,fake
3654,hyderabad based hetero price generic covid drug vial twitter nndfdrr,true
1340,europe covid case almost million coming week critical twitter mqbqiku,true
7371,italy went covid autopsy discovered covid virus bacterium clot blood reduces oxygen saturation,fake
3548,coronaviruscrisis covid survivor jalil parkar talk battling coronavirus kind drug used cure disease indepth sardesairajdeep live twitter xucaxxrfeg,true
5775,claim polish government planning family benefit coronavirus,fake
3520,brazil pass million covid case sight twitter dydntb,true
1591,trump asks birx good chance covid come back fall twitter mkolazsvpx,true
5739,north carolina virginia state line closed nothing,fake
1516,covid death toll england higher early data suggested twitter azbq,true
741,opinion could hospital would know horror covid,true
4963,according report coronavirus life longest cabbage layer elsewhere virus life hour whereas cabbage virus life hour people city requested cabbage,fake
1769,perspective origin donald trump search covid miracle,true
7019,germany united state best death people frankly perhaps important number,fake
483,covid economic rescue plan must green environmentalist,true
7528,delhi public school selling face mask student,fake
2810,apprentice star company social medium advert banned misleading covid claim,true
2021,india registered record jump death case hour number covid fatality rose total case climbed sunday coronaviruscrisis,true
7509,news screenshot home ministry india indicated country lockdown june,fake
1910,britain reported death people tested positive covid hospital britain coronavirus,true
2485,take look country highest number coronavirus case covid covid twitter jggekrq,true
6736,covid treated plasma healed patient need vaccine drug,fake
780,opinion trump governor slow spread covid prison jail,true
4644,study proof sars made combining virus spread,fake
6059,photo room hotel almer spain immigrant accommodated medical equipment seen,fake
77,covid live update australia ordered first school closure friday year pupil tested positive covid,true
4878,whatsapp forward claimed vaccine coronavirus discovered also claim treatment coronavirus mentioned india intermediate zoology book viral forward read disease already mentioned intermediate zoology book along treatment happens sometimes many great scientist doctor focus lesser known book mostly busy famous book book name,fake
1889,portal kedarnath temple opened first puja performed behalf prime minister narendra modi member shrine committee administrative official attending amid covid induced lockdown,true
5103,herd deer flocking tamil nadu india coronavirus lockdown,fake
7482,picture sitting ground caption saying hospitalized covid house occupied family,fake
7444,french stopcovid case tracking secretly installed smartphones,fake
673,covid household name japan since shimura first prominent entertainment world figure japan test positive coronavirus,true
2203,coronavirus nine chelsea pensioner covid hospital,true
4782,doctor giving rescue pack people existing respiratory condition,fake
4971,photo prime minister italy expressing helplessness save coronavirus patient italy,fake
458,combating covid global economic challenge market cope covid watch newstrack rahulkanwal twitter lzfhd,true
2865,identification patient covid travel history indicated likelihood community spread late covid incidence detected emergency department surveillance cdcmmwr twitter jefwowrmm,true
6085,large migrant population gathered mumbai belonged muslim community,fake
6006,text claim covid existed since december macedonia,fake
5363,people italy throwing money street felt money save covid,fake
752,covid case world soar support facemasks started gathering steam around world milan report mail today coronavirusoutbreak,true
121,legend fight taking covid,true
3637,group owned billionaire demanding rent amid covid crisis,true
699,another delhi mohalla clinic doctor covid second case week coronavirusoutbreak coronaviruspandemic coronavirusindia twitter hfdv nhhk,true
2924,monday daily mail caught covid cancer backlog tomorrowspaperstoday bbcpapers hendopolis twitter ytarz cjqc,true
6731,businessman ratan tata said year survive care profil loss,fake
1492,covid supplied icmr niced defective west bengal government twitter zjhimvyijx,true
7493,cure covid,fake
5540,video show chinese destroying pole aware thing triggering corona symptom,fake
1948,watch extremely happy visuals year woman returning home recovering covid indiafightscorona itvideo sahiljoshii twitter mfkyhdd,true
6328,cyclist cordoba skip quarantine,fake
2086,business said partnership silver lake special significance wake severe economic disruption caused covid pandemic,true
3365,delhi govt withdraws order nursing home declaring covid medical facility aneeshamathur itvideo twitter rlblbr,true
31,matt hancock covid outbreak could force shut city video,true
2154,australian company promedical fined false claim covid test,true
5846,doctor went uttar pradesh state india screen patient coronavirus attacked stone muslim succumbed injury,fake
6167,indian police mistreating positive coronavirus patient,fake
2758,watch total covid case delhi recovered arvind kejriwal covid pandemic lockdown twitter sxtutfials,true
69,level coronavirus infection panic covid expert,true
7377,people given murga punishment uttar pradesh viral lockdown,fake
1449,covid race religion caste striking modi read twitter kexymxjhpq,true
5215,website claiming china confirmed patient zero,fake
7346,study show covid asymptomatics contagious,fake
3175,fresh number covid case india total stand according health ministry coronavirusindia,true
3627,surprising djokovic test positive covid murray twitter sdiy,true
3877,million chinese people converted islam proven coronavirus affect muslim,fake
5286,sauna give protection covid,fake
3959,lecture suspended university sevilla coronavirus,fake
7199,people city mumbai raising pakistan zindabad slogan front political party member azmi,fake
3221,opinion kejriwal covid stand prof become standard fare politician ashutosh twitter okrq,true
3146,peta urge centre shut slaughterhouse worker undergo daily covid testing ashi indiatoday read story twitter pqwrsiahht,true
1531,tally covid positive person rajasthan increase detection case district today highest number patient found jaipur rajasthan covid,true
4501,hold breath second infected coronavirus,fake
5338,covid hoax scapegoat economic disaster,fake
2432,many covid positive case detected odisha thursday talking state total state health department said total recovered three died report yugayatri,true
4361,catalonia university give course credit student class suspended,fake
6276,study show shot result higher risk coronavirus infection,fake
3574,home minister amit shah countered delhi arvind kejriwal claim covid care facility national capital delhi coronavirus politics,true
5554,coronavirus also spread newspaper,fake
3182,zealand shopping party mark start covid free life twitter keto,true
1912,worst affected mumbai city alone reported jump fresh covid case taking tally coronavirusoutbreak,true
504,shop shuts belgian half covid keep dutch half open,true
6420,north carolina health department telling hospital decide elective surgery eligible receive protective equipment state,fake
339,ministry human resource development directed cbse educational institution postpone examination till march view covid outbreak coronavirusindia,true
4910,people allowed organize funeral family member covid instead state take care disposal body,fake
3580,ramdev launched ayurvedic drug coronil claiming medicine treat covid update twitter motkv,true
7098,woman feeding train migrant deplorable state caused lockdown,fake
6329,whatsapp audio allegedly judge tarragona spain claim fine going street lockdown,fake
798,earlier year recently returned died covid kangra march himachalpradesh coronavirusoutbreak,true
5026,mosquito spread coronavirus,fake
6981,video member indian parliament rahul gandhi stating zone green zone green zone zone amidst covid situation,fake
4840,polish telecommunication provider play installed antenna quarantine,fake
5074,decathlon snorkeling mask used hospital help patient breathing,fake
7109,kozhikode district magistrate audio clip claiming steam saltwater gargling drinking herbal cure resist covid,fake
7295,video youtube claim european commission implementing regulation give implant microchip human theory linked mass vaccination surely awaits pandemic receed,fake
61,paytm employee test positive covid listen india today aishpaliwal coronavirus itvideo twitter gueca fazh,true
1775,study twin reveals genetic effect covid symptom,true
5698,people burn candle head modi nationwide appeal light candle,fake
2845,viral doctor nurse married hospital amid covid crisis twitter hcypw,true
7491,colorado bill removing exemption parent want vaccinate child order attend school,fake
2460,government covid reproduction rate risen twitter,true
7533,fewer people died covid ireland,fake
4237,pedro nchez medical team people take care since coronavirus crisis,fake
7313,italy found cure coronavirus illness,fake
6535,image show woman italy clutching month child tightly chest dying coronavirus,fake
1567,chief centre covid inspection team writes west bengal government seek detailed report coronavirus situation state twitter,true
4289,detain anyone fever indefinitely vaccination people could detention,fake
4742,remark made spanish health official fernando,fake
6177,photograph show large bunch worker bulgaria brought ireland pick fruit ignoring social distancing rule outside dublin supermarket,fake
4456,baby formula provider shipping formula free coronavirus outbreak,fake
2848,reckless behaviour maharashtra housing minister catching covid coronavirus coronaviruspandemic twitter wbyqhnfkii,true
1689,eagendaaajtak prevent spread covid case largest slum world state government chalked three fold strategy coronavirusoutbreak,true
4153,doctor named lupita yamamoto lupercio found coronavirus vaccine,fake
2986,covid case tamilnadu increasing basis state government claim testing maximum number people reality seems different watch report akshayanath itvideo chennai coronavirus twitter qigws,true
2419,sanofi covid vaccine available worldwide simultaneously twitter dfnrvy,true
4454,insurance company stop covering traffic accident coronavirus,fake
7168,image member government including president pedro nchez speaking circle without respecting social distance,fake
1568,alarmed covid patient blood thickened york doctor treatment twitter eambig,true
3965,sevilla university suspended class coronavirus,fake
6212,video clip indian army personnel assaulting violating quarantine curfew hour,fake
2339,even finding covid vaccine enough pandemic,true
2094,test person contact traced three covid patient jipmer returned negative result covid testingforcovid,true
5019,covid test germany time cheaper croatia,fake
2041,roche emergency approval covid antibody test twitter gkkz iyhha,true
4373,kitchen worker viral video potentially spreading coronavirus blowing food container,fake
2200,sibling camped outside mother window fight covid,true
7518,message stating temperature check dangerous,fake
2272,covid case surpass mark bangladesh,true
381,major chunk student local college lecturer tested positive covid last week coronavirus,true
6288,photo vaccine canine coronavirus prof vaccine exists novel coronavirus cause covid,fake
3864,covid case east indian state,fake
2412,almost covid mumbai taken hospital make change ndtvnewsbeeps twitter,true
5547,plenty mortuary lenox hill hospital,fake
3912,book koontz darkness predicted covid,fake
1390,bailey order bank back covid loan twitter pwhgafifex,true
5120,ministry economic development summoned italian avoid sharing video whatsapp overcharging issue given working home covid emergency,fake
6847,novel coronavirus attach disposable glove,fake
3914,book predicted coronavirus outbreak,fake
1952,covid aarogya setu mandatory talk decision source ndtvnewsbeeps twitter ubxg qbcft,true
4162,post exposed hour kill coronavirus,fake
5151,cause coronavirus pandemic,fake
2915,minister asked official strengthen protocol management control covid even government enhanced penalty case violation guideline issued contain spread coronavirus,true
5835,video dead body covid infected person washed ashore thrown country,fake
6172,police officer enforced lockdown order people temple india beaten,fake
2342,remote cumbrian town highest covid infection rate,true
4209,tweet daniel radcliffe coronavirus,fake
245,covid delhi mumbai kerala prepared government correspondent report aishpaliwal journovidya itsgopikrishnan firstup full show twitter giwke eydv,true
1439,impossible meet covid testing target scientist,true
1022,covid freeze loan credit card start today,true
3233,month amazon worker becoming covid company trying convince people warehouse safe reporter invited tour facility change made,true
5076,photo patient medical street showing situation italian hospital,fake
411,covid restriction disrupt astronaut preparation,true
2261,greek marvel britain covid chaos lockdown lift death,true
1062,johnson walking covid recovery death near twitter ewbgvxrvji,true
4212,holding breath second determine covid drink water every minute,fake
7492,death covid israel lemon baking soda combination kill coronavirus,fake
7190,indian government created roadmap ease covid restriction five phase three week review process,fake
4343,york time exposed real reason behind coronavirus hype,fake
3561,parent newborn visit done person measure baby growth check jaundice make sure newborn screening test done learn importance well visit routine vaccine covid twitter,true
665,internal email google marketing head lorraine twohill reportedly said google playing straight april respect fighting coronavirus report business insider covid,true
7490,whatsapp message state covid mean certificate identification vaccination artificial intelligence intended disease carry international plan control reduction population,fake
7053,anthony fauci clinton foundation board year currently serf gate foundation,fake
4188,vitamin warm water lemon effective preventing covid,fake
7502,changed mind mask increase risk infection,fake
114,true weather condition prevent covid transmission kind mask wear answer query covid coronavirus,true
3989,barcelona council issued notification focus neighborhood,fake
5472,pope francis kissed foot black people asked forgiveness novel coronavirus scare,fake
2302,vaccine available government relying covid alert system contain outbreak alert system determine tough social distancing need sufficient testing contact tracing needed understand alert level,true
2477,watch covid victor parivaar story hope recovery chaiti itlivestream,true
6732,video muslim violating lockdown condition city hyderabad,fake
3250,hidden danger delhi poorest fight covid sushantm ground report indiafightscorona itvideo twitter auzlzvc,true
118,people autoimmune condition risk severe covid greater equal healthy people imagine taking immunosuppressant greater risk like bbcyourquestions bonnyturner twitter zvxtsh,true
1981,francisco recruit army librarian social worker investigator track covid,true
2180,source infection remained mystery border security force first personnel eight member family tested covid positive tripura covid tripura,true
162,correction year woman delhi coronavirus second covid related death india covid coronaviruspandemic ndtv,true
263,sanitation worker demanded face mask sanitisers hand glove ankit news mail today covid covid coronavirusoutbreak,true
5690,france force patient dual nationality leave hospital able treat french covid outbreak,fake
5409,italian bidding goodbye world coronavirus,fake
4342,south florida child adult must remain home coronavirus,fake
775,highest rise covid case west bengal past hour total number patient stand casualty rise,true
4871,test result theft,fake
4648,drinking bitter gourd juice cure coronavirus,fake
5209,inhaling steam salt orange peeling prevent coronavirus infection,fake
6889,since reopening state georgia seen covid rate skyrocket,fake
4676,milk help fighting coronavirus,fake
4940,holding breath second test coronavirus,fake
5556,burning candle increase temperature turn kill coronavirus,fake
4473,sunlight actually kill novel coronavirus,fake
651,maharashtra family covid lived congested report twitter wdyvammh,true
3723,florida arizona daily high covid case twitter fdyo cccd,true
6853,tanzania papaya motor goat tested positive coronavirus according president magufuli show test unrealiable,fake
1170,perspective doctor face stress cancer diagnosis treating covid patient,true
6985,video member indian parliament rahul gandhi stating zone green zone green zone zone amidst covid situation,fake
3011,jane goodall humanity finished fails adapt covid,true
7514,prominant national news channel news newscard stating lockdown extended june,fake
6677,people ignore guideline wear mask especially since government advise mask wearing tuberulosis,fake
3874,cocaine kill coronavirus,fake
7507,spiritual leader tongue young girl sacrifice ward covid banda uttar pradesh india,fake
6978,according vegetarian affected coronavirus need animal body survive,fake
1368,china economy shrink first time wuhan covid death toll increased,true
897,india light lamp show unity fight covid ndtvnewsbeeps twitter rrtzc,true
928,growing evidence suggests covid spread people show symptom symptomatic people coronavirus never show symptom asymptomatic cloth face covering help prevent spread covid situation twitter gpvgn,true
4772,sick covid patient airport runway senegal,fake
14,also drop airfare country like thailand wake spread covid coronavirus,true
2548,india tally covid case crossed lakh mark monday case taking total according data state health department covid india coronavirus,true
967,perspective dismissal navy captain covid navy donald trump,true
1106,thinking well hold government cancel fine people gotten sick died covid toll keeping florida open spring break season started become apparent,true
6959,advisory issued state police telangana india instructing people vigilant possibility increase theft covid crisis country,fake
4336,coronavirus scare began impeachment,fake
3968,side protective surgical mask different function indicated colour choose wear whether,fake
1254,curfew locality ahmedabad wednesday contain spread covid vijay rupani gujarat lockdown,true
2648,scotland covid support firm based haven,true
2923,coronavirus doctor diary covid make healthy young people really sick,true
6417,november listing quarantine advisor center disease control prevention prove government knew covid would united state,fake
6032,viral image hint case counted coronavirus case death year year,fake
4780,janta curfew nationwide hour break chain coronavirus spread reduction case,fake
4264,prime minister brnabic claimed number respirator state secret country,fake
7517,irish prime minister varadkar going supreme court make coronavirus vaccine mandatory people living ireland,fake
1639,trump administration help cover cost treating uninsured covid patient,true
1133,gazal bawa hemant married weekend covid lockdown marriage plan sangeet video made friend europe america asia gone viral hear couple speak future plan reporterdiary kamaljitsandhu twitter vmiwxtzboc,true
7084,covid serious illness would wiped homeless population,fake
3519,wall street week ahead healthcare growth bump covid influenced russell remake twitter nhfqghzibh,true
6515,covid pandemic used cover starlink project elon musk launched dozen satellite,fake
1878,survived calamitous landslip claimed life kavalappara pothukal panchayat near nilambur last year found opportunity covid lockdown covid kerala lockdown,true
5811,issued protocol covid curfew,fake
271,asian share fell tuesday wall street historic market rout fleeting initial gain evaporating coronavirus remained major risk economic growth covid covid coronavirusoutbreak stockmarkets,true
6749,picture show angela merkel policians standing close together keeping distance,fake
1473,people awakened seeking covid answer wuhan,true
5349,photo covid patient lying isolation ward pakistan,fake
1547,updated april state territory reported case covid report covid case widespread fewer state reporting widespread case last week learn twitter xjadbpoakr,true
4310,aajtak news channel claim consuming herbal plant tulsi cure coronavirus,fake
7062,drinking ayurvedic decoction thousand corona infected patient cured,fake
4440,headline read,fake
838,liverpool furlough playing staff amid covid pandemic twitter nmpksjsgm,true
5711,lockdown telangana extended till june,fake
2195,person test positive covid tamil nadu taking state count death reported individual discharged today total person discharged till report serenasundar covid tamilnadu,true
1835,gujarat principal health secretary claimed high death rate state linked aggressive covid strain dismissed theory firstup coronavirus twitter kevgia,true
4891,vladimir putin lion loose street russia keep indoors amid covid,fake
412,time like whatever reason state testing public need reassured india testing person covid enough indiatodaymagazine,true
1712,heart surgery derailed overwatch league dream caught covid,true
4438,gargling warm water salt vinegar kill sars,fake
5043,video people italy saying goodbye world standing outside masjid milan control spread covid sars virus,fake
2795,indiatodaymagazine promo post covid world high five become rare smile stay hidden behind mask opened access india today digital magazine access free copy click twitter jqabi,true
2221,amit shah well troop centre priority amid rising covid case twitter kxbhwxstlh,true
5853,screenshot article link coronavirus dutch news medium telegraaf alledgedly published deleted,fake
377,military action north korea highly inappropriate time covid causing difficulty worldwide said calling immediate stop coronavirus,true
1491,bengal covid testing delay defective medical body ndtvnewsbeeps coronavirusoutbreak twitter,true
738,guatemalan killed amid fear covid spread mexican immigration detention center,true
3377,ruling telangana rashtra samithi legislator nizamabad urban bigala ganesh gupta tested positive covid advised home quarantine doctor hyderabad,true
3615,ayush minister patanjali cannot sell covid medicine need clearance task force ashokasinghal brings latest itvideo twitter ayljcgtysd,true
6984,people jaipur contracted covid coming contact indian monk smoking chillum,fake
52,coronavirus covid spread itvideo covid twitter izyffvlkm,true
4114,coronavirus mutate became aggressive,fake
5405,christine lagarde admits something must done people living long,fake
2269,arrested police officer injured protest victoria covid lockdown,true
6546,quarantine introduced restrict individual freedom coronavirus dangerous claim,fake
5094,image medical facility shared claim indian army hospital rajasthan coronavirus pandemic,fake
3094,unemployment rate seen near covid slam market twitter dzpx mpdv,true
1389,death covid care home higher health minister twitter zwbo,true
3188,southkorea reported case covid death bringing national total infection virus related fatality,true
3478,home minister amitshah hold another meeting covid situation delhi delhi arvind kejriwal district magistrate meeting north block official vijaita report,true
3433,high alert rise covid case beijing cancel flight update coronavirus twitter,true
4191,public broadcast rtve published coronavirus case spain fact penis average size different region,fake
5595,developing antivirus includes chip track movement,fake
2309,coronaviruscrisis woman beat fighting covid unitedstates,true
3222,fight covid arvind kejriwal follow centre order twitter dincso,true
2590,india collaborate covid vaccine trial health official,true
1632,struggling restore normalcy covid claimed life people infected president donaldtrump said country attacked,true
4275,live stream infected foreigner coming ukraine italy went viral,fake
3174,arvindkejriwal gone self quarantine displaying covid symptom tested tuesday covid delhi,true
5694,issued proposal extending lockdown control covid,fake
4812,photo showing nurse raising middle finger french government caption french president,fake
2976,care home record death worst covid outbreak,true
4280,donald trump claim biden charge swine epidemic killed thousand people response worst record response best fast action border closing approval rating highest record lowest,fake
467,centre announce bailout package soften covid blow source twitter hdmcilr,true
7240,dane county lockdown policy effectively killed badger football hockey basketball,fake
903,coronavirus covid delhi money problem arvind kejriwal gautam gambhir offer ndtvnewsbeeps twitter zfghz,true
7204,post vaccine increase risk infected covid,fake
71,told switch digital consultation combat covid,true
3217,mumbai surpasses wuhan term number covid case dharavi road recovery latest mumbai fight covid newstoday saurabhv sardesairajdeep live twitter lrbwqok,true
7031,telangana government distributing ramadan gift muslim lockdown,fake
1898,covid case million united state third known case worldwide,true
5052,message sent whatsapp state ministry defense china announced successfully developed vaccine coronavirus cause covid disease portugal would receive first,fake
3995,poll find american drink corona beer virus,fake
6490,image show last moment mother child suffering covid,fake
6948,coronavirus invented implant chip human,fake
1207,coronavirus indore male nurse rajesh aswara overcame covid want help others combat,true
2077,australia coronavirus victim remembering lost covid,true
1590,tyson food close largest pork plant spike covid infection raising fear meat shortage,true
2844,coronaviruscrisis tamilnadu report covid case tally rise coronavirus live update twitter,true
5159,fire triggered tanker leak near delhi shahdara,fake
5624,indore india police doctor injecting coronavirus positive blood muslim,fake
2205,stopping covid spread correctional detention facility challenging cdcmmwr report describes tool used louisiana need guide strategy protect incarcerated detained people covid learn twitter xnbdvga,true
2980,modi discussed presidency covid pandemic among issue donald trump,true
658,death caused covid case infection reported state gujarat witnessing highest fatality rate country,true
63,rupee snapped four session losing thursday close paisa higher dollar amid hope effort country global agency would offset financial damage covid outbreak rupee covid coronavirus,true
1838,evidence support plasma therapy covid treatment government ndtvnewsbeeps coronavirus twitter hsbwkxcikt,true
4000,video show people storming aldi supermarket grocery coronavirus fear,fake
6538,smoke cigarette going covid,fake
5172,bollywood superstar aamir khan donated crore tackle novel coronavirus outbreak,fake
3036,breaking news hydroxychloroquine prevent covid first large study using reliable testing drug effectiveness researcher found,true
454,case kerala second highest number covid case india coronavirusoutbreak,true
5479,indian home ministry declares posting covid whatsapp group punishable offence,fake
6478,doctor encouraged hospital overcount covid death,fake
402,netflix come million relief fund used support member entertainment creative community wake television film production shut covid coronavirusoutbreak,true
5085,netflix amazon offering free subscription amid coronavirus outbreak,fake
5541,line country done covid testing caput basis bottom list,fake
1472,people died covid bringing total number death hospital virus people tested positive coronavirus twitter pxmqnov,true
677,live video latest covid outbreak,true
3356,peru archbishop fill cathedral portrait covid victim,true
1616,covid telangana hold cabinet meeting decision taken extension lockdown itvideo breaking coronaviruspandemic ashi indiatoday twitter bqogeeqnv,true
1251,campaign named covid kurippukal organised teresa college underway april message health minister shylaja coronavirusoutbreakindia kerala,true
1983,covid outbreak irish meat plant raise fear worker safety,true
3425,renter homeowner join navigating unemployment private facebook group wednesday chat post kathy orton real estate renting relief homeowner covid,true
4918,false offer free internet quarantine,fake
5059,publication facebook assures confirmed spanish president three vice president covid assures king must close parliament dissolve cortes take political military control country,fake
3843,satellite image showing high level sulphur dioxide china possible evidence mass cremation people died coronavirus,fake
4931,putin stated,fake
1033,johnson make progress still intensive care covid fight twitter azacvr,true
174,india country globally isolate covid virus strain isolation icmr national institute virology help future development drug vaccine rapid diagnostic bshajan report coronaviruspandemic,true
939,indiafightscorona infant among covid case reported mahabubnagar telangana today,true
3102,covid lockdown outdoor fitness trail making comeback,true
4787,king spain plagiarized covid speech book,fake
2587,india tally covid case crossed lakh mark monday case taking total according data state health department follow live update,true
334,people aged highest risk dying covid according case record analysed disease control prevention center china south korea coronavirus,true
873,health care worker little offer covid patient soldier,true
2853,roll royce credit rating junk covid twitter fyvgqso,true
1486,indian steel demand expected plunge multi year covid india business,true
6151,need defeat coronavirus consume alkaline food virus level,fake
6661,legislative assembly member hafiz khan made nurse touch foot muslim apologise made made comment markaz attendee quarantined situation would arose,fake
4293,secret invasion american troop immune covid ongoing europe,fake
296,labour alarmed covid passed without vote,true
7042,viral message lockdown information attributed kozhikode police india,fake
7369,state health secretary hospital clinic tourism secretary recreate,fake
7263,whatsapp message stating ikea giving gift card free,fake
5626,portugal officially announced death year covid although athlete health problem,fake
3845,chinese news website tencent filter death coronavirus,fake
5841,video bird flocking together chandigarh kalka road india lockdown,fake
4218,racist scene chinese people metro belgium,fake
3760,india first covid survey know doctor think newstrack rahulkanwal itlivestream,true
378,resident gurugram palam vihar area fifth person region symptom covid,true
3110,international yoga celebrated digital medium platform covid twitter ijfqmfgmfj,true
2770,senior sanitation supervisor aiims heer died covid tested positive covid despite taking precaution said hospital staff,true
3918,coronavirus found horse,fake
4138,unicef advises certain step follow coronavirus,fake
2210,grip mervyn king warns covid threat economy,true
2172,tamilnadu five factor related sudden surge covid case chennai itvideo twitter mrjguhmom,true
2599,official covid death count exclude many people never tested died home data includes cause death offer complete picture outbreak toll,true
2052,magazine yoga frenzy engulfed world year suddenly seen shift time covid longer shlokas mind control sunalinimathew,true
915,unitednations chief antonio guterres called setting emergency warning system pharmacy grocery safe woman seek support without alerting abuser covid,true
5967,anthony fauci telling people february nothing worry posed threat public large,fake
7527,photograph show baby breastfeeding dead mother lost life food scarcity lockdown,fake
7258,president united state america donald trump tested positive covid,fake
4707,five helicopter spraying disinfectant german city,fake
5867,speaker house nancy pelosi said economic stimulus package unless senior citizen excluded,fake
2335,without sharing name information provided user others data people tested positive transferred server someone tested covid data erased healthministry aarogyasetuapp,true
3820,people lying ground china contracted coronavirus,fake
956,johnson intensive care needed oxygen covid symptom worsened twitter jbwpuv,true
5728,whatsapp chain consuming alkaline food help fight coronavirus,fake
1887,data april many district india recorded least covid case march figure indicating wide rapid spread,true
7579,widely shared video doctor ngel ruiz valdepe hospital formentera claim demonstration madrid coronavirus pandemic therefore point either mask social distancing,fake
3717,death toll confirmed covid case twitter bbxy,true
4027,united state actually screening fewer people coronavirus country appropriate testing,fake
1182,india witnessed percentage decline electricity consumption covid lockdown country european union ankiitkoomar,true
7569,video eiffel tower show tribute victim covid,fake
5004,russian president vladimir putin ordered russia population stay home face five year jail,fake
4602,exam access university valencia region delayed august,fake
4452,helicopter spray spanish city disinfect coronaviruses,fake
1423,singapore report covid case record daily jump twitter mlbxh,true
7555,chinese authority dumped dead body body patient died coronavirus body washing hong kong taiwan coast,fake
2400,coronaviruscrisis zahoor buledi first minister balochistan test positive covid,true
2892,exclusive sanofi stop enrolling covid patient hydroxychloroquine trial twitter dsnmeg,true
5250,second clip show burqa clad woman difficulty breathing,fake
3596,amnesty international call police service northern ireland suspend spit hood admission provide protection covid,true
1722,doctor treating covid case indore virulent strain wreaking havoc city emerged coronavirus hotspot madhyapradesh,true
1667,world leader launch plan speed covid drug vaccine stay away twitter petoknp,true
2884,coronaviruscrisis narendramodi meet amitshah lockdown plan amid rising covid case could potential relaxation expect india today rahulshrivstv join detail pmprime twitter ebzqrnb,true
2994,house price fall since covid nationwide twitter bzrv,true
4763,recommended disinfect everything bleach prevent infection coronavirus,fake
886,ministry health family welfare india covid tally climbed case increase case last hour ending monday morning coronaviruscrisis covid,true
4056,european health organization announced eating beef cure coronavirus,fake
5380,announcement social medium according market north macedonia ramstore capitol ramstore center tinex dramski tinex prvomajska worker infected coronavirus citizen also urged avoid market,fake
7253,family friend prominent playwright ratnakar matkari said infected coronavirus outside mild package,fake
333,watch covid janata curfew task force major serious disease lurking country paul member niti aayog health seriousness coronavirus twitter peswnty,true
153,brazilian president jair bolsonaro communication secretary fabio wajngarten quarantine home covid coronaviruspandemic,true
5516,portuguese authority decided citizen work must official authorization leave home,fake
6931,ventura county public health director california county forcibly moving people infected covid home quarantine,fake
6645,italy people died developing covid died pathology,fake
5936,irish national health service sending text message people asking click link coming contact someone diagnosed covid,fake
721,sailor need captain covid ship coronavirusoutbreak coronaviruspandemic twitter deqjtursg,true
373,french designer give away homemade mask covid crisis,true
6734,government india provide relief package ration card holder scheme rashtriya sikhshit berojgar yojna,fake
312,confirmed covid case india,true
1849,change spread intensity covid case across india district march april captured chart,true
1622,able transmission minimise spread increase doubling rate able consistently ramp testing mishra covid empowered group coronaviruspandemic,true
42,according confirmed covid case death reported globally country coronavirus world,true
7132,coronavirus affect people blood type,fake
2693,coronavirus india planning initiate study behaviour covid person died contracting disease,true
5067,tank coming town advance martial,fake
7552,stopped testing right case,fake
4618,coronavirus live hour hour copper hour cardboard plastic stainless steel,fake
417,jammuandkashmir according administration bulletin novel coronavirus covid people home quarantined hospital isolation,true
